,Rank, ,Code,Company,Price,Change,% Chg,Mkt Cap,1 Year
1080,"1,081",no change,BSR,Bassari Resources,$0.017,0.00,0.00%,$38.88 M,-15.00%
1081,"1,082",down,GPR,Geopacific Resources,$0.015,-0.001,-6.25%,$38.88 M,-59.46%
1082,"1,083",no change,AHF,Aust Dairy Group FP Ordinary/Units Stapled Securities,$0.145,0.00,0.00%,$38.76 M,-25.64%
1083,"1,084",no change,EVO,Evolve Education Group Foreign Exempt NZX,$0.215,0.00,0.00%,$38.66 M,-67.42%
1084,"1,085",up,CZI,Cassini Resources,$0.093,+0.001,+1.09%,$38.64 M,+38.81%
1085,"1,086",down,ACR,ACRUX Limited,$0.23,-0.01,-4.17%,$38.31 M,+31.43%
1086,"1,087",no change,WLF,Wolf Minerals,$0.035,0.00,0.00%,$38.18 M,-45.31%
1087,"1,088",down,CNEW,Vaneck China New ETF Units FP,$6.24,-0.01,-0.16%,$38.06 M,+24.06%
1088,"1,089",no change,TGM,Theta Gold Mines Limited,$0.105,0.00,0.00%,$38.04 M,-12.50%
1089,"1,090",no change,HXG,Hexagon Resources,$0.13,0.00,0.00%,$37.93 M,-35.00%
1090,"1,091",up,AVA,AVA Risk Group Limited,$0.18,+0.02,+12.50%,$37.91 M,+38.46%
1091,"1,092",no change,LBL,Laserbond Limited,$0.40,0.00,0.00%,$37.82 M,+220.00%
1092,"1,093",up,MEA,Mcgrath Limited,$0.225,+0.005,+2.27%,$37.78 M,-41.56%
1093,"1,094",down,MRG,Murray River Group,$0.087,-0.002,-2.25%,$37.74 M,-69.47%
1094,"1,095",down,LAA,Latam Autos Limited,$0.09,-0.002,-2.17%,$37.65 M,-35.71%
1095,"1,096",down,JXT,Jaxstaltd,$0.29,-0.005,-1.70%,$37.59 M,"+1,971.43%"
1096,"1,097",down,NTD,National Tyre&Wheel,$0.365,-0.01,-2.67%,$37.56 M,-69.46%
1097,"1,098",down,AU8,Aumake Int Limited,$0.165,-0.01,-5.71%,$37.48 M,-31.25%
1098,"1,099",no change,AGD,Austral Gold,$0.07,0.00,0.00%,$37.39 M,-39.13%
1099,"1,100",no change,EOL,Energy One Limited,$1.75,0.00,0.00%,$37.29 M,+97.74%
1100,"1,101",no change,UBI,Universal Biosensors Chess Depositary Interests 1:1,$0.21,0.00,0.00%,$37.22 M,-12.50%
1101,"1,102",up,FPC,Fat Prophets GBL Limited,$0.825,+0.005,+0.61%,$37.08 M,-18.32%
1102,"1,103",no change,M7T,MACH7 Tech Limited,$0.25,0.00,0.00%,$37.04 M,+16.28%
1103,"1,104",down,ATH,Alterity Therap Limited,$0.043,-0.001,-2.27%,$37.02 M,-6.52%
1104,"1,105",no change,HIT,Hitech Group Aust,$0.97,0.00,0.00%,$36.91 M,+2.11%
1105,"1,106",no change,KLO,Kingsland Global Limited Chess Depositary Interests 1:1,$0.091,0.00,0.00%,$36.86 M,-9.00%
1106,"1,107",no change,LNY,Laneway Res Limited,$0.01,0.00,0.00%,$36.80 M,+233.33%
1107,"1,108",no change,IVQ,Invitrocue Limited,$0.07,0.00,0.00%,$36.77 M,-23.91%
1108,"1,109",no change,EBG,Eumundi Group Limited,$0.93,0.00,0.00%,$36.76 M,+3.33%
1109,"1,110",down,ASH,Ashley Services Group,$0.255,-0.015,-5.56%,$36.71 M,+24.39%
1110,"1,111",up,KNL,Kibaran Resources,$0.13,+0.005,+4.00%,$36.61 M,-10.35%
1111,"1,112",no change,TPS,Threat Protect Limited,$0.18,0.00,0.00%,$36.60 M,0.00%
1112,"1,113",down,RFG,Retail Food Group,$0.20,-0.005,-2.44%,$36.55 M,-76.74%
1113,"1,114",no change,TIA,Tian An Aust Limited,$0.42,0.00,0.00%,$36.38 M,-40.00%
1114,"1,115",no change,WWG,Wisewaygroupltd,$0.30,0.00,0.00%,$36.32 M,-28.57%
1115,"1,116",up,QTM,Quantum Health Limited,$0.033,+0.004,+13.79%,$36.24 M,+37.50%
1116,"1,117",no change,ECL,Excelsior Capital,$1.25,0.00,0.00%,$36.24 M,-8.76%
1117,"1,118",down,HEUR,Betashares WT Europe ETF Units FP,$12.46,-0.11,-0.88%,$36.20 M,-5.75%
1118,"1,119",no change,PYG,Paygroup Limited,$0.70,0.00,0.00%,$36.17 M,-19.54%
1119,"1,120",up,MA1,Monash Absolute,$0.815,+0.02,+2.52%,$36.12 M,0.00%
1120,"1,121",up,CXO,Core Lithium,$0.052,+0.001,+1.96%,$36.11 M,0.00%
1121,"1,122",down,HAV,Havilah Resources,$0.165,-0.01,-5.71%,$36.01 M,-13.16%
1122,"1,123",down,UBW,Ubs IQ World Ex Aus ETF Units FP,$27.30,-0.27,-0.98%,$35.89 M,+6.56%
1123,"1,124",no change,GSW,Getswift Limited,$0.19,0.00,0.00%,$35.82 M,-59.57%
1124,"1,125",down,AVL,Aust Vanadium Limited,$0.018,-0.001,-5.26%,$35.53 M,-58.14%
1125,"1,126",no change,AHZ,Admedus Limited,$0.06,0.00,0.00%,$35.40 M,-80.65%
1126,"1,127",up,VRM,Verdant Min Limited,$0.032,+0.001,+3.23%,$35.32 M,+39.13%
1127,"1,128",down,NOV,Novatti Group Limited,$0.21,-0.015,-6.67%,$35.04 M,-23.64%
1128,"1,129",no change,SND,Saunders Intl Limited,$0.34,0.00,0.00%,$34.97 M,-33.33%
1129,"1,130",no change,MPO,Molopo Energy Limited,$0.14,0.00,0.00%,$34.87 M,0.00%
1130,"1,131",down,EQX,Equatorial Res Limited,$0.28,-0.01,-3.45%,$34.84 M,-15.15%
1131,"1,132",no change,MCE,Matrix C & E Limited,$0.34,0.00,0.00%,$34.79 M,-26.09%
1132,"1,133",no change,TPO,Tian Poh Resources,$0.09,0.00,0.00%,$34.79 M,0.00%
1133,"1,134",no change,PSC,Prospect Res Limited,$0.017,0.00,0.00%,$34.78 M,-55.26%
1134,"1,135",up,ZLD,ZELDA Therapeutics,$0.046,+0.002,+4.55%,$34.75 M,-60.00%
1135,"1,136",no change,BMH,Baumart Holdings Limited,$0.24,0.00,0.00%,$34.74 M,0.00%
1136,"1,137",down,BLT,Benitec Biopharma,$0.135,-0.005,-3.57%,$34.70 M,-22.86%
1137,"1,138",no change,IDT,IDT Australia Limited,$0.145,0.00,0.00%,$34.35 M,+61.11%
1138,"1,139",down,DEG,De Grey Mining,$0.081,-0.001,-1.22%,$34.28 M,-47.74%
1139,"1,140",down,FUEL,Beta Global Energy ETF Units FP,$5.70,-0.01,-0.18%,$34.25 M,-14.16%
1140,"1,141",up,CAG,Caperangeltd,$0.925,+0.095,+11.45%,$34.22 M,+242.59%
1141,"1,142",no change,ACB,A-Cap Energy Limited,$0.039,0.00,0.00%,$34.00 M,-31.58%
1142,"1,143",down,ERX,Exore Resources Limited,$0.073,-0.002,-2.67%,$33.98 M,+46.00%
1143,"1,144",no change,MOQ,MOQ Limited,$0.21,0.00,0.00%,$33.88 M,-17.65%
1144,"1,145",up,WBT,Weebit Nano Limited,$0.53,+0.03,+6.00%,$33.73 M,-66.35%
1145,"1,146",down,HIL,Hills Limited,$0.145,-0.005,-3.33%,$33.64 M,-35.56%
1146,"1,147",no change,TAU,Trustees Aust Limited,$0.21,0.00,0.00%,$33.58 M,+16.67%
1147,"1,148",up,TNY,Tinybeans Group Limited,$1.015,+0.055,+5.73%,$33.44 M,+42.96%
1148,"1,149",no change,GMV,G Medical,$0.255,0.00,0.00%,$33.34 M,-10.53%
1149,"1,150",up,SMX,Security Matters,$0.50,+0.005,+1.01%,$33.27 M,+143.90%
1150,"1,151",no change,EAS,Easton Investments,$0.96,0.00,0.00%,$33.27 M,-4.00%
1151,"1,152",up,A3D,Aurora Labs Limited,$0.375,+0.015,+4.17%,$33.24 M,-31.82%
1152,"1,153",down,ERM,Emmerson Resources,$0.08,-0.001,-1.24%,$33.22 M,-12.09%
1153,"1,154",no change,LKO,Lakes Oil NL,$0.001,0.00,0.00%,$33.21 M,-66.67%
1154,"1,155",no change,TDO,3D Oil Limited,$0.125,0.00,0.00%,$33.15 M,+78.57%
1155,"1,156",down,CXM,Centrex Metals,$0.105,-0.005,-4.55%,$33.15 M,-4.55%
1156,"1,157",up,ABR,American Pacific,$0.25,+0.015,+6.38%,$33.13 M,-18.03%
1157,"1,158",no change,AIV,Activex Limited,$0.185,0.00,0.00%,$32.79 M,+23.33%
1158,"1,159",error,GMN,Gold Mountain Limited,$0.061,0.00,0.00%,$32.66 M,-44.55%
1159,"1,160",no change,RNO,Rhinomed Limited,$0.23,0.00,0.00%,$32.64 M,+91.67%
1160,"1,161",down,MPW,MSL Solutions Limited,$0.13,-0.005,-3.70%,$32.48 M,-38.10%
1161,"1,162",up,QRE,Betashares ASX Res ETF Units FP,$6.34,+0.03,+0.48%,$32.48 M,+3.26%
1162,"1,163",no change,KPC,Kazakhstan Corp Limited,$0.02,0.00,0.00%,$32.38 M,-37.50%
1163,"1,164",down,GLN,Galan Lithium Limited,$0.25,-0.01,-3.85%,$32.33 M,+85.19%
1164,"1,165",no change,HCH,Hot Chili Limited,$0.029,0.00,0.00%,$32.27 M,+5.45%
1165,"1,166",no change,EFF,E&P Aus Flagship Ordinary Units FP,$1.58,0.00,0.00%,$32.22 M,-1.86% 
1166,"1,167",no change,LPE,Locality Planning,$0.64,0.00,0.00%,$32.13 M,-36.00%
1167,"1,168",down,CHN,Chalice Gold Mines,$0.12,-0.005,-4.00%,$31.99 M,-20.00%
1168,"1,169",down,EGA,Egan Street Res Limited,$0.245,-0.01,-3.92%,$31.96 M,-10.91%
1169,"1,170",down,AMG,Ausmex Mining GP Limited,$0.105,-0.01,-8.70%,$31.88 M,+156.10%
1170,"1,171",no change,HNR,Hannans Limited,$0.016,0.00,0.00%,$31.81 M,0.00%
1171,"1,172",no change,KIN,KIN Min NL,$0.072,0.00,0.00%,$31.78 M,-47.93%
1172,"1,173",no change,SMG,Soon Mining,$0.20,0.00,0.00%,$31.64 M,-25.93%
1173,"1,174",no change,AWN,Arowana Internat Limited,$0.20,0.00,0.00%,$31.63 M,-45.95%
1174,"1,175",up,ICT,Icollege Limited,$0.06,+0.003,+5.26%,$31.54 M,+39.54%
1175,"1,176",down,LCT,Living Cell Tech,$0.055,-0.002,-3.51%,$31.43 M,+129.17%
1176,"1,177",down,CV1,CV Check Limited,$0.115,-0.01,-8.00%,$31.39 M,+55.41%
1177,"1,178",up,ELS,Elsight Limited,$0.66,+0.075,+12.82%,$31.29 M,+45.06%
1178,"1,179",up,NML,Navarre Minerals Limited,$0.072,+0.005,+7.46%,$31.26 M,-5.26%
1179,"1,180",no change,CHR,Chalmers Limited,$4.10,0.00,0.00%,$31.22 M,+7.90%
1180,"1,181",no change,XPL,Xplorewlth Limited,$0.105,0.00,0.00%,$31.16 M,-54.35%
1181,"1,182",down,DCC,Digitalx Limited,$0.061,-0.003,-4.69%,$31.16 M,-67.90%
1182,"1,183",no change,HZR,HAZER Group Limited,$0.32,0.00,0.00%,$31.12 M,+10.35%
1183,"1,184",no change,KAT,Katana Capital,$0.74,0.00,0.00%,$31.03 M,-2.63%
1184,"1,185",no change,SMP,Smartpay Holdings Foreign Exempt NZX,$0.18,0.00,0.00%,$30.92 M,0.00%
1185,"1,186",up,ASN,Anson Resources Limited,$0.062,+0.003,+5.09%,$30.90 M,+37.78%
1186,"1,187",no change,SIV,Silver Chef Limited,$0.785,0.00,0.00%,$30.83 M,-77.83%
1187,"1,188",no change,SW1,Swift Media Limited,$0.20,0.00,0.00%,$30.81 M,-45.95%
1188,"1,189",up,MGL,Magontec Limited,$0.027,+0.003,+12.50%,$30.78 M,-12.90%
1189,"1,190",down,8EC,8IP Emerg Co Limited,$0.75,-0.005,-0.66%,$30.76 M,-16.67%
1190,"1,191",down,MFD,Mayfield Childcr Limited,$0.965,-0.01,-1.03%,$30.72 M,-1.03%
1191,"1,192",down,SPY,SPDR S&P 500 ETF Chess Depositary Interests 1:1 SPDRS&P500,$409.50,-1.75,-0.43%,$30.72 M,+13.27%
1192,"1,193",up,RMY,Rma Global,$0.225,+0.025,+12.50%,$30.61 M,+9.76%
1193,"1,194",no change,LAW,Lawfinance Limited,$0.063,0.00,0.00%,$30.47 M,-3.08%
1194,"1,195",no change,DMA,Dynasty Resources,$0.06,0.00,0.00%,$30.38 M,0.00%
1195,"1,196",no change,GMC,Gulf Manganese Corp,$0.008,0.00,0.00%,$30.36 M,-33.33%
1196,"1,197",down,ONX,Orminexltd,$0.11,-0.01,-8.33%,$30.36 M,+77.42%
1197,"1,198",down,NSX,NSX Limited,$0.165,-0.005,-2.94%,$30.27 M,-7.19%
1198,"1,199",no change,VMX,Valmec Limited,$0.24,0.00,0.00%,$30.17 M,-34.25%
1199,"1,200",no change,IQ3,IQ3CORP Limited,$0.29,0.00,0.00%,$30.14 M,+16.00%
1200,"1,201",down,FZO,Family ZONE Cyber,$0.15,-0.005,-3.23%,$30.05 M,-66.29%
1201,"1,202",no change,SVL,Silver Mines Limited,$0.043,0.00,0.00%,$30.01 M,-5.82%
1202,"1,203",no change,MPX,Mustera Property Group,$0.30,0.00,0.00%,$29.89 M,+13.21%
1203,"1,204",up,GTG,Genetic Technologies,$0.011,+0.004,+57.14%,$29.88 M,0.00%
1204,"1,205",no change,TEG,Triangle Energy Limited,$0.095,0.00, 0.00%,$29.71 M,+12.81%
1205,"1,206",down,DRUG,Beta Global Health ETF Units FP,$5.70,-0.01,-0.18%,$29.70 M,+4.40%
1206,"1,207",no change,HGL,Hudson Investment,$0.05,0.00,0.00%,$29.68 M,+42.86%
1207,"1,208",up,SE1,Sensera Limited,$0.11,+0.005,+4.76%,$29.65 M,-53.38%
1208,"1,209",no change,KOV,Korvest Limited,$2.64,0.00,0.00%,$29.58 M,+16.81%
1209,"1,210",no change,EME,Energy Metals Limited,$0.14,0.00,0.00%,$29.36 M,+40.00%
1210,"1,211",no change,SMLL,Betasmallcompanies Trading Managed Units FP,$3.35,0.00,0.00%,$29.26 M,-3.74%
1211,"1,212",down,VMY,Vimy Resources Limited,$0.06,-0.001,-1.64%,$29.08 M,-47.83%
1212,"1,213",up,OEC,Orbital Corp Limited,$0.375,+0.005,+1.35%,$29.04 M,-3.85%
1213,"1,214",down,OBJ,OBJ Limited,$0.016,-0.001,-5.88%,$28.95 M,-40.74%
1214,"1,215",no change,WNR,Wingara AG Limited,$0.275,0.00,0.00%,$28.90 M,-20.29%
1215,"1,216",no change,PEK,Peak Resources,$0.036,0.00,0.00%,$28.77 M,-14.29%
1216,"1,217",down,RFX,Redflow Limited,$0.04,-0.001,-2.44%,$28.50 M,-62.81%
1217,"1,218",no change,SVM,Sovereign Metals,$0.079,0.00,0.00%,$28.38 M,-24.76%
1218,"1,219",down,LNU,Linius Tech Limited,$0.028,-0.001,-3.45%,$28.33 M,-65.00%
1219,"1,220",no change,KZA,KAZIA Therapeutics,$0.455,0.00,0.00%,$28.29 M,-36.36%
1220,"1,221",error,IRC,Intermin Resources,$0.12,0.00,0.00%,$28.25 M,-35.14%
1221,"1,222",no change,ASW,Advanced Share Limited,$0.66,0.00,0.00%,$28.21 M,-14.84%
1222,"1,223",up,NGY,Nuenergy Gas Limited,$0.019,+0.008,+72.73%,$28.14 M,-68.33%
1223,"1,224",down,QFN,Betashares ASX Fin ETF Units FP,$10.94,-0.03,-0.27%,$28.10 M,-1.44%
1224,"1,225",up,BSM,Bass Metals Limited,$0.01,+0.001,+11.11%,$28.06 M,-64.29%
1225,"1,226",down,BAT,Battery Minerals Limited,$0.022,-0.002,-8.33%,$28.02 M,-64.52%
1226,"1,227",no change,SEQ,Sequoia Fin Group Limited,$0.235,0.00,0.00%,$27.97 M,-18.97%
1227,"1,228",up,RLE,Real Energy Corp,$0.08,+0.004,+5.26%,$27.95 M,-23.81%
1228,"1,229",up,PAB,PATRYS Limited,$0.026,+0.001,+4.00%,$27.89 M,-35.00%
1229,"1,230",no change,CDG,Cleveland Min Limited,$0.07,0.00,0.00%,$27.88 M,0.00%
1230,"1,231",up,SBW,Shekel Brainweigh,$0.20,+0.02,+11.11%,$27.80 M,-45.95%
1231,"1,232",up,VRC,Volt Resources Limited,$0.019,+0.001,+5.56%,$27.65 M,-40.63%
1232,"1,233",no change,BPG,Byte Power Group,$0.009,0.00,0.00%,$27.59 M,0.00%
1233,"1,234",up,CETF,Vaneck China Ashare ETF Cdis 1:1,$55.80,+1.1,+2.01%,$27.35 M,-11.86%
1234,"1,235",up,AQC,Auspaccoal Limited,$0.54,+0.03,+5.88%,$27.26 M,-31.21%
1235,"1,236",no change,AAR,Anglo Australian,$0.078,0.00,0.00%,$27.20 M,-1.27%
1236,"1,237",up,CDX,Cardiex Limited,$0.039,+0.002,+5.41%,$27.12 M,+77.27%
1237,"1,238",down,IHHY,Ishares GBLHGHYD Aud ETF Units FP,$103.84,-1.43,-1.36%,$27.09 M,-1.25%
1238,"1,239",up,8CO,8COMMON Limited,$0.185,+0.025,+15.63%,$26.96 M,+218.97%
1239,"1,240",no change,SIH,Sihayo Gold Limited,$0.014,0.00,0.00%,$26.93 M,-6.67%
1240,"1,241",no change,PVE,Po Valley Energy Limited,$0.044,0.00,0.00%,$26.92 M,+4.76%
1241,"1,242",no change,APC,Aust Potash Limited,$0.075,0.00,0.00%,$26.82 M,-11.57%
1242,"1,243",up,C6C,Copper Mountain Chess Depositary Interests 1:1,$1.005,+0.025,+2.55%,$26.71 M,-18.29%
1243,"1,244",up,SPX,Spectrum Metals Limited,$0.021,+0.002,+10.53%,$26.55 M,+90.91%
1244,"1,245",down,VEN,Vintage Energy,$0.12,-0.005,-4.00%,$26.55 M,-44.19%
1245,"1,246",down,GME,GME Resources Limited,$0.055,-0.002,-3.51%,$26.52 M,-61.95%
1246,"1,247",down,ARV,Artemis Resources,$0.04,-0.002,-4.76%,$26.48 M,-78.95%
1247,"1,248",up,RINC,Beta LM Real Income Trading Managed Units FP,$9.29,+0.09,+0.98%,$26.40 M,+9.55%
1248,"1,249",up,B2Y,Bounty Mining,$0.08,+0.005,+6.67%,$26.33 M,-80.00%
1249,"1,250",down,KRM,Kingsrose Mining Limited,$0.036,-0.002,-5.26%,$26.28 M,-56.10%
1250,"1,251",down,GLIN,Ampcap Global Infra Trading Managed Fund Units FP,$3.05,-0.02,-0.65%,$26.17 M,+14.23%
1251,"1,252",no change,XRF,XRF Scientific,$0.195,0.00,0.00%,$26.10 M,+14.71%
1252,"1,253",no change,JCI,Jiancheng,$0.405,0.00,0.00%,$26.01 M,-33.06%
1253,"1,254",up,UBN,Urbanise.com Limited,$0.038,+0.002,+5.56%,$25.93 M,+26.67%
1254,"1,255",no change,EMB,Embelton Limited,$12.00,0.00,0.00%,$25.89 M,-13.67%
1255,"1,256",up,TFL,Tasfoods Limited,$0.125,+0.015,+13.64%,$25.82 M,-28.57%
1256,"1,257",no change,IMC,Immuron Limited,$0.18,0.00,0.00%,$25.78 M,-37.93%
1257,"1,258",up,MOB,Mobilicom Limited,$0.10,+0.001,+1.01%,$25.69 M,+36.99%
1258,"1,259",up,CIW,Clime Investment,$0.455,+0.005,+1.11%,$25.56 M,-5.21%
1259,"1,260",no change,OGA,Ocean Grown Abalone,$0.165,0.00,0.00%,$25.47 M,+22.22%
1260,"1,261",no change,E88,Ensogo Limited,$0.65,0.00,0.00%,$25.43 M,0.00%
1261,"1,262",down,GGUS,Beta Geared US EQ Trading Managed Fund Units FP,$16.90,-0.14,-0.82%,$25.35 M,+7.30%
1262,"1,263",up,TIE,Tietto Minerals,$0.15,+0.005,+3.45%,$25.34 M,-9.09%
1263,"1,264",up,AIY,Authorised Invest,$0.06,+0.003,+5.26%,$25.32 M,-46.78%
1264,"1,265",no change,HNG,HGL Limited,$0.42,0.00,0.00%,$25.32 M,-10.64%
1265,"1,266",no change,ASP,Aspermont Limited,$0.012,0.00,0.00%,$25.26 M,+9.09%
1266,"1,267",no change,DRO,Droneshield Limited,$0.13,0.00,0.00%,$25.14 M,-31.58%
1267,"1,268",no change,CAQ,CAQ Holdings Limited,$0.035,0.00,0.00%,$25.12 M,-32.69%
1268,"1,269",no change,PSA,Petsec Energy,$0.063,0.00,0.00%,$25.11 M,-33.68%
1269,"1,270",up,CBC,CBG Capital Limited,$0.96,+0.015,+1.59%,$25.11 M,+9.72%
1270,"1,271",no change,GMD,Genesis Minerals,$0.023,0.00,0.00%,$25.06 M,-36.11%
1271,"1,272",down,CGS,Cogstate Limited,$0.21,-0.015,-6.67%,$25.03 M,-74.85%
1272,"1,273",up,VRS,Veris Limited,$0.068,+0.002,+3.03%,$25.00 M,-68.37%
1273,"1,274",no change,KSN,Kingston Resources,$0.018,0.00,0.00%,$24.97 M,-14.29%
1274,"1,275",up,RZI,RAIZ Invest Limited,$0.50,+0.01,+2.04%,$24.93 M,-64.29%
1275,"1,276",up,OOO,Betasharescrudeoil ETF Units FP,$17.14,+0.07,+0.41%,$24.92 M,-14.17%
1276,"1,277",no change,MAT,Matsa Resources,$0.14,0.00,0.00%,$24.77 M,-17.65%
1277,"1,278",down,DMKT,Ampcap Dynamic MKTHF Trading Managed Fund Units FP,$2.41,-0.01,-0.41%,$24.72 M,-10.74%
1278,"1,279",down,CG1,Carbonxt Group,$0.29,-0.01,-3.33%,$24.70 M,-30.11%
1279,"1,280",up,PGR,The Pas Group Limited,$0.18,+0.01,+5.88%,$24.60 M,-54.43%
1280,"1,281",no change,MAY,Melbana Energy Limited,$0.013,0.00,0.00%,$24.38 M,+30.00%
1281,"1,282",down,OVN,Oventus Medical Limited,$0.23,-0.01,-4.17%,$24.37 M,-33.33%
1282,"1,283",down,VMT,Vmoto Limited,$0.11,-0.01,-8.33%,$24.31 M,+89.66%
1283,"1,284",up,NUS,Nusantara Resources,$0.17,+0.01,+6.25%,$24.20 M,-10.53%
1284,"1,285",no change,SYA,Sayona Mining Limited,$0.014,0.00,0.00%,$24.12 M,-70.83%
1285,"1,286",no change,AVQ,Axiom Mining Limited Chess Depositary Interests 1:1,$0.048,0.00,0.00%,$24.07 M,-69.03%
1286,"1,287",no change,CFO,Cfoam Limited,$0.205,0.00,0.00%,$24.06 M,+17.14%
1287,"1,288",up,NGE,NGE Capital Limited,$0.645,+0.04,+6.61%,$23.99 M,-0.77%
1288,"1,289",no change,8VI,8VIC Holdings Limited Chess Depositary Interests 1:1,$0.55,0.00,0.00%,$23.97 M,+12.25%
1289,"1,290",down,PIQ,Proteomics Int Lab,$0.295,-0.005,-1.67%,$23.75 M,+55.26%
1290,"1,291",up,MVOL,Ishares Edge Au MVOL ETF Units FP,$28.22,+0.15,+0.53%,$23.74 M,+1.95%
1291,"1,292",no change,DGO,DGO Gold Limited,$0.725,0.00,0.00%,$23.56 M,-4.71%
1292,"1,293",no change,8IH,8I Holdings Limited Chess Depositary Interests 1:1,$0.065,0.00,0.00%,$23.56 M,-43.48%
1293,"1,294",down,VEC,Vector Resources Limited,$0.011,-0.001,-8.33%,$23.52 M,-45.00%
1294,"1,295",no change,SMC,Strategic Minerals,$0.30,0.00,0.00%,$23.46 M,-24.58%
1295,"1,296",down,VESG,VNGD Ethi Intl SHS ETF Units FP,$50.40,-0.54,-1.06%,$23.44 M,+1.61%
1296,"1,297",no change,WLD,Wellard Limited,$0.044,0.00,0.00%,$23.38 M,-61.74%
1297,"1,298",no change,ATR,Astron Corp Limited Chess Depositary Interests 1:1,$0.19,0.00,0.00%,$23.27 M,-9.52%
1298,"1,299",down,CAI,Calidus Resources,$0.025,-0.001,-3.85%,$23.27 M,-39.02%
1299,"1,300",no change,KSM,K2 Au Small Cap Fund Trading Managed Fund Units FP,$2.13,0.00,0.00%,$23.08 M,-18.39%
1300,"1,301",up,NCR,Nucoal Resources Limited,$0.03,+0.002,+7.14%,$23.06 M,+150.00%
1301,"1,302",no change,S2R,S2 Resources,$0.093,0.00,0.00%,$23.06 M,-35.86%
1302,"1,303",no change,BLK,Blackham Resources,$0.01,0.00,0.00%,$23.03 M,-86.28%
1303,"1,304",no change,RNU,Renascor Res Limited,$0.02,0.00,0.00%,$23.02 M,-28.57%
1304,"1,305",no change,EGY,Energy Tech Limited,$0.28,0.00,0.00%,$23.02 M,-53.33%
1305,"1,306",down,DVN,Devine Limited,$0.145,-0.005,-3.33%,$23.02 M,-60.81%
1306,"1,307",down,RBTZ,Beta Robotics & Ai ETF Units FP,$9.57,-0.02,-0.21%,$22.97 M,-3.33%
1307,"1,308",no change,KPE,Kina Petroleum Corp,$1.80,0.00,0.00%,$22.97 M,+1.12%
1308,"1,309",up,3DP,Pointerra Limited,$0.044,+0.001,+2.33%,$22.93 M,-32.31%
1309,"1,310",down,SNS,Sensen Networks Limited,$0.12,-0.01,-7.69%,$22.87 M,-25.00%
1310,"1,311",up,MGV,Musgrave Minerals,$0.059,+0.002,+3.51%,$22.82 M,-3.28%
1311,"1,312",no change,GWR,GWR Group Limited,$0.09,0.00,0.00%,$22.82 M,-56.10%
1312,"1,313",no change,ZGL,ZICOM Group Limited,$0.105,0.00,0.00%,$22.80 M,-4.55%
1313,"1,314",no change,VRX,VRX Silica Limited,$0.057,0.00,0.00%,$22.80 M,-14.93%
1314,"1,315",no change,RGI,Roto-Gro Intl Limited,$0.19,0.00,0.00%,$22.78 M,-51.28%
1315,"1,316",down,MNW,Mint Payments Limited,$0.029,-0.003,-9.38%,$22.77 M,-21.62%
1316,"1,317",no change,ELK,ELK Petroleum,$0.014,0.00,0.00%,$22.77 M,-81.58%
1317,"1,318",up,ANW,Aus Tin Mining,$0.011,+0.001,+10.00%,$22.70 M,-35.29%
1318,"1,319",down,SSO,SPDR Small Ords ETF Units FP,$14.99,-0.01,-0.07%,$22.70 M,-1.32%
1319,"1,320",up,QGL,Quantum Graphite,$0.003,+0.001,+50.00% ,$22.69 M,-97.39%
1320,"1,321",down,KNM,Kneomedia Limited,$0.033,-0.002,-5.71%,$22.67 M,-47.62%
1321,"1,322",no change,CA8,Coassets Limited,$0.11,0.00,0.00%,$22.60 M,-59.26%
1322,"1,323",no change,MYQ,Myfiziq Limited,$0.25,0.00,0.00%,$22.49 M,-56.90%
1323,"1,324",no change,OTR,Onterran Limited,$0.315,0.00,0.00%,$22.48 M,0.00%
1324,"1,325",no change,EIGA,Einvest Income Trading Managed Units FP,$4.04,0.00,0.00%,$22.36 M,+0.75%
1325,"1,326",no change,GFS,Gasfields Limited,$0.002,0.00,0.00%,$22.34 M,0.00%
1326,"1,327",no change,ESK,Etherstack Plc Chess Depositary Interests 1:1,$0.20,0.00,0.00%,$22.34 M,0.00%
1327,"1,328",down,AGX1,ANTPDS Globl SHRS Trading Managed Units FP,$5.15, -0.15,-2.83%,$22.33 M,+2.59%
1328,"1,329",no change,D13,Department 13 Intl,$0.041,0.00,0.00%,$22.29 M,-48.75%
1329,"1,330",down,LMW,Landmark White Limited,$0.26,-0.015,-5.46%,$22.13 M,-56.67%
1330,"1,331",down,ESGI,Vaneck ESG Internatl ETF Units FP,$21.88,-0.33,-1.49%,$21.88 M,+5.85%
1331,"1,332",no change,NAG,Nagambie Resources,$0.05,0.00,0.00%,$21.87 M,-74.36%
1332,"1,333",up,ANP,Antisense Therapeut,$0.052,+0.005,+10.64%,$21.85 M,+100.00%
1333,"1,334",up,GPX,Graphex Mining Limited,$0.25,+0.005,+2.04%,$21.83 M,-7.41%
1334,"1,335",no change,GFL,Global Masters Fund,$2.03,0.00,0.00%,$21.77 M,-4.70%
1335,"1,336",up,ARE,Argonaut Resources,$0.014,+0.001,+7.69%,$21.76 M,-36.36%
1336,"1,337",no change,1AD,Adalta Limited,$0.185,0.00,0.00%,$21.65 M,-36.21%
1337,"1,338",no change,SUP,Superior Lake Res,$0.025,0.00,0.00%,$21.64 M,-13.79%
1338,"1,339",down,UCM,Uscom Limited,$0.155,-0.005,-3.13%,$21.33 M,-13.89%
